run_id,geometry_id,phase_id,resolution,graph_type,packet_count,initial_peak_count,collision_label,persistence_label,composite_lifetime,binding_persistence,corridor_dwell,coarse_basin_persistence,minimum_separation,final_mean_separation,post_collision_separation_trend,encounter_dwell_time,deflection_angle_proxy,reflection_fraction,grade_transfer_amplitude,omega0_weight_initial,omega1_weight_initial,omega2_weight_initial,omega0_weight_final,omega1_weight_final,omega2_weight_final,localized_circulation_proxy,new_collision_class,gate_met,promoted_followup,notes,role,phase_offset_fraction_of_pi,flow_concentration_index,grade_exchange_coherence,channel_count,recirculation_score,grade_asymmetry_index,phase_alignment_metric,topology_label
S23_7_phase_anchor_low,tight_clustered_pair,0.375,12,regular_lattice,2,1,braid_like_exchange,weak persistence gain,1.1275790516303659,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,1.1275790516303659,0.0,0.0,0.1749496713807134,0.333365015657569,0.666634984342431,0.0,0.33577974509895236,0.5417371973191071,0.12248305758194052,0.0,1,0,0,Lower anchor outside the suspected midpoint smear window.,anchor,0.375,0.8954144522256555,0.469622106897725,1,0.0,0.2059574522201547,0.6923008684832577,braid_like_exchange
S23_7_phase_notch_1,tight_clustered_pair,0.425,12,regular_lattice,2,1,braid_like_exchange,weak persistence gain,1.1275790516303659,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,1.1275790516303659,0.0,0.0,0.17609201423169724,0.3333546203111669,0.6666453796888331,0.0,0.3358297504792075,0.5409104088644658,0.12325984065632667,0.0,1,0,0,First lower-midpoint sample.,notch,0.425,0.8944998365105671,0.4713000999802072,1,0.0,0.20508065838525835,0.6542735763201699,braid_like_exchange
S23_7_phase_notch_2,tight_clustered_pair,0.45,12,regular_lattice,2,1,braid_like_exchange,weak persistence gain,1.1275790516303659,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,1.1275790516303659,0.0,0.0,0.17675233017113842,0.33334844320895246,0.6666515567910475,0.0,0.3358573988332057,0.5404331963298922,0.12370940483690206,0.0,1,0,0,Second lower-midpoint sample.,notch,0.45,0.8939737050506086,0.4722915436553219,1,0.0,0.20457579749668647,0.6358005335516623,braid_like_exchange
S23_7_phase_midpoint_left,tight_clustered_pair,0.475,12,regular_lattice,2,1,braid_like_exchange,weak persistence gain,1.1275790516303659,1.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0,1.1275790516303659,0.0,0.0,0.17747827773844146,0.33334150377286204,0.666658496227138,0.0,0.33588694663465896,0.5399090435869046,0.12420400977843639,0.0,1,0,0,Immediate left neighborhood of the midpoint.,notch,0.475,0.893396713358537,0.473400339715344,1,0.0,0.20402209695224566,0.6177601299682247,braid_like_exchange
S23_7_phase_midpoint,tight_clustered_pair,0.5,12,regular_lattice,2,1,transfer_smeared,weak persistence gain,1.1275790516303659,1.0,0.0,0.0,0.08333333333333331,0.08333333333333331,0.0,1.1275790516303659,0.0,0.0,0.1782748239312644,0.33333370413380686,0.6666662958661931,0.0,0.3359184915343911,0.5393344417599155,0.12474706670569354,0.0,0,0,0,Exact midpoint sample corresponding to the smeared window detected in Stage 23.6.,midpoint,0.5,0.8927644958523745,0.47464021729970113,1,0.0,0.20341595022552444,0.6002187526077287,transfer_smeared
S23_7_phase_midpoint_right,tight_clustered_pair,0.525,12,regular_lattice,2,1,transfer_smeared,weak persistence gain,1.1275790516303659,1.0,0.0,0.0,0.08333333333333331,0.08333333333333331,0.0,1.1275790516303659,0.0,0.0,0.17914707872736912,0.33332493179484074,0.6666750682051593,0.0,0.33595212185542034,0.5387057930315602,0.12534208511301959,0.0,0,0,0,Immediate right neighborhood of the midpoint.,notch,0.525,0.8920721392025811,0.4760265789978818,1,0.0,0.20275367117613985,0.5832554278570707,transfer_smeared
S23_7_phase_notch_3,tight_clustered_pair,0.55,12,regular_lattice,2,1,transfer_smeared,weak persistence gain,1.1275790516303659,1.0,0.0,0.0,0.08333333333333331,0.08333333333333331,0.0,1.1275790516303659,0.0,0.0,0.1801001456939186,0.3333150580220342,0.6666849419779659,0.0,0.3359879094063965,0.5380195206147547,0.12599256997884886,0.0,0,0,0,First upper-midpoint sample.,notch,0.55,0.8913140307564783,0.4775765432837321,1,0.0,0.20203161120835816,0.5669650462689579,transfer_smeared
S23_7_phase_notch_4,tight_clustered_pair,0.575,12,regular_lattice,2,1,transfer_smeared,weak persistence gain,1.1275790516303659,1.0,0.0,0.0,0.08333333333333331,0.08333333333333331,0.0,1.1275790516303659,0.0,0.0,0.18113890342258496,0.3333039364750605,0.6666960635249395,0.0,0.3360258999021045,0.5372722286771278,0.1267018714207677,0.0,0,0,0,Second upper-midpoint sample.,notch,0.575,0.8904831884883385,0.4793088897114102,1,0.0,0.20124632877502324,0.5514625924869315,transfer_smeared
S23_7_phase_anchor_high,tight_clustered_pair,0.625,12,regular_lattice,2,1,braid_like_exchange,weak persistence gain,1.1275790516303659,1.0,0.0,0.0,0.08333333333333331,0.08333333333333331,0.0,1.1275790516303659,0.0,0.0,0.18348991506332568,0.3332772730988034,0.6667227269011966,0.0,0.33610846357509794,0.5355833376415267,0.1283081987833754,0.0,1,0,0,Upper anchor outside the suspected midpoint smear window.,anchor,0.625,0.8885757457351036,0.4834026186148435,1,0.0,0.19947487406642872,0.5234174652904765,braid_like_exchange
