run_id,family_id,family_label,latch_id,latch_label,armed_topology_class,post_withdrawal_topology_class,withdrawal_braid_dwell_time,loop_retention_score,path_reuse_retention_score,latch_duty_cycle,flow_concentration_index_post,grade_exchange_coherence_post,selector_off_recurrence_indicator,locking_label,notes
C018_clustered_composite_anchor_cycle_occupancy_latch,clustered_composite_anchor,Clustered composite anchor,cycle_occupancy_latch,Cycle occupancy latch,transfer_smeared,transfer_smeared,0.0,0.3105882663610634,0.820205127526665,0.24163371612105997,0.37725946857671705,0.4302669486180108,0.9375,no_locking_after_withdrawal,
C018_clustered_composite_anchor_edge_path_reuse_latch,clustered_composite_anchor,Clustered composite anchor,edge_path_reuse_latch,Edge-path reuse latch,transfer_smeared,transfer_smeared,0.0,0.5774785003040459,1.025230788262056,0.1634664381526709,0.4737390298529181,0.5051182664238933,0.96875,no_locking_after_withdrawal,
C018_clustered_composite_anchor_combined_cycle_path_latch,clustered_composite_anchor,Clustered composite anchor,combined_cycle_path_latch,Combined cycle-plus-path latch,transfer_smeared,transfer_smeared,0.0,0.4511978386500845,1.1027673208786863,0.14361613722443717,0.5177553052945301,0.4393810490780934,0.9375,no_locking_after_withdrawal,
C018_counter_propagating_corridor_cycle_occupancy_latch,counter_propagating_corridor,Counter-propagating corridor,cycle_occupancy_latch,Cycle occupancy latch,unresolved_mixed,unresolved_mixed,0.0,2.0494422675945847,1.1051976538543555,0.20520018250068603,0.34539783644589067,0.5299430573202397,0.0,no_locking_after_withdrawal,
C018_counter_propagating_corridor_edge_path_reuse_latch,counter_propagating_corridor,Counter-propagating corridor,edge_path_reuse_latch,Edge-path reuse latch,unresolved_mixed,unresolved_mixed,0.0,5.886424310828654,1.0725458151922167,0.20792894390795946,0.3351155003650285,0.4573129909452768,0.0,no_locking_after_withdrawal,
C018_counter_propagating_corridor_combined_cycle_path_latch,counter_propagating_corridor,Counter-propagating corridor,combined_cycle_path_latch,Combined cycle-plus-path latch,unresolved_mixed,unresolved_mixed,0.0,7.357865105792483,1.050006168505575,0.2012404084532615,0.3305416197760043,0.4637699676688641,0.0,no_locking_after_withdrawal,
C018_phase_ordered_symmetric_triad_cycle_occupancy_latch,phase_ordered_symmetric_triad,Phase-ordered symmetric triad,cycle_occupancy_latch,Cycle occupancy latch,transfer_smeared,transfer_smeared,0.0,0.12406999356807562,0.9947467728523217,0.4694724719399127,0.3177615791947938,0.6449360836957523,0.0,no_locking_after_withdrawal,
C018_phase_ordered_symmetric_triad_edge_path_reuse_latch,phase_ordered_symmetric_triad,Phase-ordered symmetric triad,edge_path_reuse_latch,Edge-path reuse latch,transfer_smeared,transfer_smeared,0.0,0.8652245505259236,0.98092127165004,0.14392916376466108,0.3146192134581225,0.7084565102206204,0.0,no_locking_after_withdrawal,
C018_phase_ordered_symmetric_triad_combined_cycle_path_latch,phase_ordered_symmetric_triad,Phase-ordered symmetric triad,combined_cycle_path_latch,Combined cycle-plus-path latch,transfer_smeared,transfer_smeared,0.0,1.250250232295316,0.9580438799513976,0.13581795357167578,0.31478570761795843,0.5137318339250652,0.0,no_locking_after_withdrawal,
